Name;TP;TN;FP;FN;TPR;FPR;Precision;Recall;F1;EvaluationTimePerWindowMS;ValueShift;
Corner(RGB);0;3819;0;3820;0.000000;0.000000;-nan(ind);0.000000;-nan(ind);0.510014;-6.800000;
Corner(RGB);0;3819;0;3820;0.000000;0.000000;-nan(ind);0.000000;-nan(ind);0.509491;-6.600000;
Corner(RGB);0;3819;0;3820;0.000000;0.000000;-nan(ind);0.000000;-nan(ind);0.511323;-6.400000;
Corner(RGB);0;3819;0;3820;0.000000;0.000000;-nan(ind);0.000000;-nan(ind);0.510800;-6.200000;
Corner(RGB);0;3819;0;3820;0.000000;0.000000;-nan(ind);0.000000;-nan(ind);0.510538;-6.000000;
Corner(RGB);0;3819;0;3820;0.000000;0.000000;-nan(ind);0.000000;-nan(ind);0.509753;-5.800000;
Corner(RGB);0;3819;0;3820;0.000000;0.000000;-nan(ind);0.000000;-nan(ind);0.510669;-5.600000;
Corner(RGB);0;3819;0;3820;0.000000;0.000000;-nan(ind);0.000000;-nan(ind);0.510538;-5.400000;
Corner(RGB);0;3819;0;3820;0.000000;0.000000;-nan(ind);0.000000;-nan(ind);0.510014;-5.200000;
Corner(RGB);0;3819;0;3820;0.000000;0.000000;-nan(ind);0.000000;-nan(ind);0.511323;-5.000000;
Corner(RGB);0;3819;0;3820;0.000000;0.000000;-nan(ind);0.000000;-nan(ind);0.510014;-4.800000;
Corner(RGB);0;3819;0;3820;0.000000;0.000000;-nan(ind);0.000000;-nan(ind);0.510145;-4.600000;
Corner(RGB);0;3819;0;3820;0.000000;0.000000;-nan(ind);0.000000;-nan(ind);0.510538;-4.400000;
Corner(RGB);0;3819;0;3820;0.000000;0.000000;-nan(ind);0.000000;-nan(ind);0.510538;-4.200000;
Corner(RGB);0;3819;0;3820;0.000000;0.000000;-nan(ind);0.000000;-nan(ind);0.510145;-4.000000;
Corner(RGB);0;3819;0;3820;0.000000;0.000000;-nan(ind);0.000000;-nan(ind);0.509883;-3.800000;
Corner(RGB);0;3819;0;3820;0.000000;0.000000;-nan(ind);0.000000;-nan(ind);0.510538;-3.600000;
Corner(RGB);0;3819;0;3820;0.000000;0.000000;-nan(ind);0.000000;-nan(ind);0.509491;-3.400000;
Corner(RGB);0;3819;0;3820;0.000000;0.000000;-nan(ind);0.000000;-nan(ind);0.511193;-3.200000;
Corner(RGB);0;3819;0;3820;0.000000;0.000000;-nan(ind);0.000000;-nan(ind);0.511454;-3.000000;
Corner(RGB);0;3819;0;3820;0.000000;0.000000;-nan(ind);0.000000;-nan(ind);0.509491;-2.800000;
Corner(RGB);0;3819;0;3820;0.000000;0.000000;-nan(ind);0.000000;-nan(ind);0.510538;-2.600000;
Corner(RGB);1;3819;0;3819;0.000262;0.000000;1.000000;0.000262;0.000523;0.509883;-2.400000;
